nid	mid	fields
1292323777038	1411519771543	解放する	to liberate	かいほうする
1292323777039	1411519771543	言い切る	to declare; to say definitely	いいきる
1292323777040	1411519771543	語る	＝話す	かたる
1292323777041	1411519771543	調理	cooking	ちょうり
1292323777042	1411519771543	遵守する	to observe (the rules)	じゅんしゅする
1292323777043	1411519771543	長めに	somewhat long	ながめに
1292323777044	1411519771543	首都	capital	しゅと
1292323777045	1411519771543	あきれる	to be dumb-founded	
1292323777046	1411519771543	あらかじめ	beforehand; in advance	
1292323777047	1411519771543	いらいらする	to get frustrated	
1292323777048	1411519771543	(～に)かかわる	concerning	
1292323777049	1411519771543	(～には)かなわない	to be no match for; can’t win	
1292323777050	1411519771543	カノックワン・ラオハブラナキット・カタギリ	[name of the author]	
1292323777051	1411519771543	きまり	rules	
1292323777052	1411519771543	(～に)こだわらない	not to be particular; not to be picky	
1292323777053	1411519771543	さらに2	＝もっと	
1292323777054	1411519771543	タイ	Thailand	
1292323777055	1411519771543	たまに	occasionally	
1292323777056	1411519771543	～だらけ	full of ～	
1292323777057	1411519771543	～づらい	＝～にくい	
1292323777058	1411519771543	(～に)なじむ	to get used to	
1292323777059	1411519771543	なぜか	for some reason	
1292323777060	1411519771543	バンコク	Bangkok	
1292323777061	1411519771543	ひざ	(one’s) lap	
1292323777062	1411519771543	ひんやりとする	to be chilly/cool	
1292323777063	1411519771543	ほぼ	almost	
1292323777064	1411519771543	やかましい2	noisy	
1292323777065	1411519771543	やや	a little	
1589462887500	1535540988107	plans	<b>予</b>定
1589462916343	1535540988107	reservation	<b>予</b>約
1589462939798	1535540988107	preparation for a lesson	<b>予</b>習
1589462972424	1535540988107	forecast	<b>予</b>報
1589463000483	1535540988107	to make dirty	<b>汚</b>す
1589463057583	1535540988107	to get dirty	<b>汚</b>れる
1589463118833	1535540988107	reply; answer; response​	<b>返</b>事（する）
1589463150779	1535540988107	to return (something)	<b>返</b>す
1589463210449	1535540988107	interest (on a loan, deposit, etc.)​	<b>利[り]</b>子[し]
1589463345780	1535540988107	clever; intelligent	<b>利[り]&nbsp;</b>口[こう]（な）
1589463411096	1535540988107	to take; to earn	<b>取</b>る
1589472487040	1535540988107	to undergo (e.g. surgery); to take (a test)	<b>受</b>ける
1589472570847	1535540988107	a promise	<b>約[やく]</b>束
1589472678551	1535540988107	flight	<b>便[びん]</b>
1589472818026	1535540988107	convinient	<b>便利</b>（な）
1589472831252	1535540988107	to pick up	<b>拾</b>う
1589472906939	1535540988107	laundry	<b>洗[せん]&nbsp;</b>濯[たく]
1589472976439	1535540988107	to wash	<b>洗</b>う
1589472986710	1535540988107	to erase; to turn off	<b>消</b>す
1589473050435	1535540988107	something turns off	<b>消</b>える
1589473078517	1535540988107	weak	<b>弱</b>い
1589550009694	1535540988107	baggage; luggage	<b>荷[に]</b>物
1589550101772	1535540988107	ball	<b>球[たま]</b>
1589550384712	1535540988107	memorization	<b>暗</b>記（する）
1589550477698	1535540988107	dark	<b>暗</b>い
1589550497872	1535540988107	hot; warm	<b>暑</b>い
1589550542009	1535540988107	cold	<b>寒</b>い
1589550569012	1535540988107	clear weather	<b>晴[はれ]</b>れ
1589550605150	1535540988107	to clear up	<b>晴</b>れる
1589550613116	1535540988107	practice	<b>練</b>習
1589550642607	1535540988107	medicine	<b>薬[くすり]</b>
1589550722287	1535540988107	finding employment	就<b>職</b>（する）
1589550820525	1535540988107	thread (vlákno, niť)	<b>糸[いと]</b>
1589551125117	1535540988107	king	<b>王[おう]&nbsp;</b>君[きみ]
1589551246989	1535540988107	king (sonkeigo)	<b>王[おう]&nbsp;</b>様[さま]
1589551264353	1535540988107	prince	<b>王[おう]&nbsp;</b>子[じ]
1589551286114	1535540988107	princess	<b>王[おう]&nbsp;</b>女[じょ]
1589551303964	1535540988107	queen	<b>王[おう] </b>妃[ひ]
1589551328680	1535540988107	arrow	矢[や]
1589551436989	1535540988107	bamboo	<b>竹[たけ]</b>
1589551526204	1535540988107	shellfish	<b>貝[かい]&nbsp;</b>類[るい]
1589551635861	1535540988107	seashell	<b>貝[かい]&nbsp;</b>殻[がら]
1589551661588	1535540988107	gate	<b>門[もん]</b>
1589551802673	1535540988107	horse	<b>馬[うま]</b>
1589552305458	1535540988107	dirty	<b>汚</b>い
1589730185097	1535540988107	baseball	野[や] 球[きゅう]
1589393240010	1535540988107	text (of a book, document, etc.); body (of a letter)​	本文
1589657961646	1535540988107	radical (of a kanji character)​	部[ぶ] 首[しゅ]
1589658033029	1535540988107	summary; list	一[いち] 覧[らん]
1589658034079	1535540988107	stroke count	画[かく] 数[すう]
1589658466683	1535540988107	part; portion	部分
1589658514218	1535540988107	tense	時 制[せい]
1589658521190	1535540988107	affirmative	肯[こう] 定[てい] (する)
1589658656174	1535540988107	negative	否[ひ] 定[てい] (する)
1589658721217	1535540988107	relation	関[かん] 係[けい] (する)
1589712707172	1535540988107	to drill; to train	鍛[きた]える
1589721841191	1535540988107	underlined	下[か] 線[せん]
1589721865791	1535540988107	for quite some time	長い間
1589724556470	1535540988107	to transform; to change	変える (を into に)
1589724583140	1535540988107	to be transformed; to be changed	変わる (が into に)
1589724655546	1535540988107	avenue; street	通[とう]り
1589725343962	1535540988107	first of all; to begin with; in the beginning	初めに
1589736196900	1535540988107	occupation (povolání)	職業
1589740173191	1535540988107	to be surprised	驚[おどろ]く
1589740194915	1535540988107	to surprise	驚[おどろ]かす
1589740941527	1535540988107	bench	
ベンチ
1589898301944	1535540988107	flat	平ら(な)
1589898760574	1535540988107	form; shape	形[かたち]
1589898781086	1535540988107	typical Japanese	日本的(な)
1589898802508	1535540988107	sense	感覚
1590083891532	1535540988107	表 (used as suffix)	table; chart; list
1590084850735	1535540988107	mechanism; organization	機[き] 構[こう]
1590084910926	1535540988107	famous place	名所
1590084961738	1535540988107	famous product	名[めい] 物[ぶつ]
1590088116285	1535540988107	scenery; landscape (pohled)	景色[けしき]
1590088118156	1535540988107	country side	田舎[いなか]
1590088165813	1535540988107	event	行事
1590088319784	1535540988107	field trip (exkurze)	見[けん] 学
1590168345826	1535540988107	to be chosen/elected	選ばれる
1590170274900	1535540988107	continent	大[たい] 陸[りく]
1590170373892	1535540988107	island country	島[しま] 国[ぐに]
1590170450623	1535540988107	Hokkaido	北海道
1590170496188	1535540988107	Honshu	本州
1590254538522	1535540988107	Shikoku	四国
1590254571723	1535540988107	Kyushu	九州
1590254598408	1535540988107	whole; entire; general	全体(の)
1590254636556	1535540988107	prefecture	都/道/府/県
1590254693247	1535540988107	capital (city)	首[しゅ] 都[と]
1590254823933	1535540988107	the rest; the others	その 他[ほか]
1590254847370	1535540988107	scary; frightening	恐[おそ]ろしい
1590254872308	1535540988107	north and south	南北[なんぼく]
1590254926626	1535540988107	climate	気[き] 候[こう]
1590254948023	1535540988107	gap; difference	差
1590254965104	1535540988107	centigrade; Celsius	せっし
1590255004944	1535540988107	most; extremely	最も
1590255028442	1535540988107	wall	かべ
1590255046485	1535540988107	to remain; be left over	残る
1590255064289	1535540988107	wing	羽[はね]
1590255090596	1535540988107	to spread	(~を) 広げる (ichidan)
1590255151097	1535540988107	filming; shooting	撮[さつ] 影[えい](する)
1590255209815	1535540988107	volcano	火[か] 山[ざん]
1590255229465	1535540988107	relax	リラックス (する)
1590255269315	1535540988107	room	間[ま]
1590256931578	1535540988107	Eurasia	ユーラシア
1590258435922	1535540988107	territory (uzemí ovládané)	国[こく] 土[ど]
1590345779461	1535540988107	it (sometimes) happens that ...	... こともある
1590347036467	1535540988107	about when; about what time	いつ 頃[ごろ]
1590821612336	1535540988107	throughout Japan	日本中
1590828879431	1535540988107	free time	レジャー
1590857977415	1535540988107	the rainy season in Japan	つゆ
1590858046045	1535540988107	humidity	湿[しつ] 度[ど]
1590858094931	1535540988107	potatoe	ジャガイモ
1590858149754	1535540988107	surroundings; vicinity	周[まわ] り
1590858387953	1535540988107	content	内 容[よう]
1590858407458	1535540988107	to conduct	行[おこな] う
1590858681268	1535540988107	general; common	一般的[いっぱんてき] (な)
1590908775786	1535540988107	likewise; it is I who should say so	こちらこそ
1590908819414	1535540988107	tumbler	コップ
1590934798954	1535540988107	plastic	プラスチック
1590934807030	1535540988107	one's strong point	得[とく] 意
1590991217303	1535540988107	to; for; concerning	~ にとって
1591187903659	1535540988107	if; in case; supposing	もし
1591264098756	1535540988107	interjections indicating that one is paying attention​	相[あい] 槌[づち]
1591275568235	1535540988107	to advance; to move forward	進[すす]める (ichidan)
1591356477563	1535540988107	to draw; to paint	描[えが] く
1591357877058	1535540988107	enroll	入学
1591550092182	1535540988107	doll	人[にん] 形[ぎょう]
1591550263642	1535540988107	opinion	意見
1591550279164	1535540988107	famous picture	名画
1591551607200	1535540988107	noted doctor	名医
1591551624191	1535540988107	master; expert	名人
1591551640872	1535540988107	wise saying; famous saying	名言
1591691735255	1535540988107	to bear fruit; to ripen	実[みの]る
1591691737775	1535540988107	hardship; difficulty	困[こん] 難[なん]&nbsp; (noun and な-adj)
1591691837557	1535540988107	great; admirable; remarkable	偉[えら]い
1591696069908	1535540988107	to compare	比[ひ] 較[かく]する
1591696071691	1535540988107	very busy; busyness	多[た] 忙[ぼう]&nbsp; (noun and な-adj)
1591696729357	1535540988107	reason	理[り] 由[ゆう]
1591704246748	1535540988107	necessary; necessity	必[ひつ] 要[よう]&nbsp; (noun and な-adj)
1591704364490	1535540988107	always; without exception; certainly	必[かなら]ず
1591705902859	1535540988107	to sucessfully pass (e.g. exam)	合[ごう] 格[かく]する
1591716812720	1535540988107	to show respect for	(~を)&nbsp; 敬[うやま]う
1591716824486	1535540988107	complex	複[ふく] 雑[ざつ]
1591717598057	1535540988107	lesson	課[か]
1591717835582	1535540988107	celery	セロリ
1591721557067	1535540988107	to lose election	落[らく] 選[せん]する
1591721570689	1535540988107	scene	場[ば] 面[めん]
1591724368955	1535540988107	poverty; poor	貧[ひん] 困[こん]&nbsp; (noun and な-adj)
1591726488575	1535540988107	(written) application; written request	願[がん] 書[しょ]
1591726974050	1535540988107	quiz; short test	小テスト
1591772519547	1535540988107	thesis; dissertation	論[ろん] 文[ぶん]
1591774745896	1535540988107	discussion	議[ぎ] 論[ろん]
1591775755301	1535540988107	meeting; conference	会[かい] 議[ぎ]
1591811929250	1535540988107	space	スペース
